word,valence,arousal
photonegative,-0.333,-0.111
photonic,0.111,0.333
photophobia,-0.667,-0.333
photophobic,-0.667,-0.852
photopositive,0.667,0.375
photoreception,0.458,0.0
photoreceptive,0.056,0.625
photoreceptor,0.0,0.429
photosensitive,-0.056,0.407
photosensitivity,-0.389,0.429
photosensitization,-0.625,0.625
photosensitize,-0.519,0.333
photoshop,0.63,0.667
photosphere,0.0,-0.296
photosynthesis,0.714,0.333
photosynthesize,0.852,0.476
photosynthetic,0.667,0.333
phototherapeutic,0.667,0.593
phototherapy,0.667,0.444
phototrophic,0.286,0.381
phototropic,0.0,0.593
phototropism,0.143,0.667
phototypography,0.0,-0.667
phrase,0.26,-0.472
phrasebook,0.333,-0.571
phrasemaker,0.278,0.583
phrasemaking,0.458,0.667
phraseology,0.24,-0.188
phrenologist,-0.667,0.63
phrenology,-0.571,0.0
phylogenic,0.0,-0.5
phylogeny,-0.244,-0.18
phylum,0.0,0.0
physic,0.667,0.259
physical,0.5,0.04
physicality,0.042,0.571
physically,0.042,0.048
physician,0.166,-0.02
physicist,0.27,0.076
physics,0.164,-0.17
physiochemical,0.074,-0.083
physiographic,0.0,-0.5
physiographical,0.0,-0.667
physiologic,0.0,0.167
physiological,0.02,-0.164
physiologically,0.095,0.0
physiologist,0.63,0.667
physiology,0.042,-0.098
physiotherapeutic,0.571,0.333
physiotherapist,0.667,0.667
physiotherapy,0.667,0.667
physique,0.286,0.0
phytoplankton,0.074,0.667
pi,-0.062,-0.47
pianist,0.612,-0.018
piano,0.408,-0.314
pianoforte,0.667,0.333
piazza,0.25,-0.058
pic,-0.1,-0.19
picard,0.667,0.0
picasso,0.792,0.667
piccolo,0.25,-0.154
pick,0.0,-0.072
pickaxe,0.083,0.625
picked,0.48,0.036
picker,0.068,-0.32
picket,-0.27,0.23
picketer,-0.444,0.867
picketing,-0.34,0.114
pickin,0.667,0.667
pickle,0.186,-0.102
pickled,-0.312,-0.1
picklock,-0.611,0.667
pickoff,-0.429,0.667
pickpocket,-0.27,0.408
pickup,0.122,0.058
picky,-0.486,0.458
picnic,0.25,-0.06
picnicker,0.667,0.556
pictogram,0.111,0.0
pictograph,0.667,0.0
pictographic,0.667,0.056
pictographically,0.048,-0.593
pictography,0.048,-0.25
pictorial,0.408,-0.038
pictorially,0.458,0.0
picture,0.428,-0.384
pictured,0.238,-0.593
pictures,0.306,-0.52
picturesque,0.604,-0.018
picturesquely,0.63,-0.667
piddle,-0.542,-0.333
pie,0.76,-0.196
piece,0.292,-0.51
piecemeal,0.23,-0.462
pieceofshit,-0.834,0.448
piecewise,0.0,0.333
piecework,0.0,0.625
pieceworker,0.0,0.667
piecrust,0.0,-0.593
pied,0.188,-0.134
piedmont,0.0,-1.0
pier,0.166,-0.442
pierce,-0.111,0.504
pierced,-0.125,0.741
piercer,0.0,0.667
piety,0.76,-0.475
pig,-0.314,-0.264
pigeon,0.376,-0.552
pigeonhole,-0.333,-0.667
pigging,-0.458,0.667
piggish,-0.667,-0.042
piggy,0.082,-0.27
piggyback,-0.124,-0.02
piggybank,0.667,-0.708
pigheaded,-0.458,-0.056
pigheadedly,-0.708,0.778
pigheadedness,-0.667,0.667
piglet,0.08,-0.114
pigment,-0.22,-0.334
pigmentation,0.0,-0.708
pigmy,-0.333,-0.296
pigpen,-0.381,-0.542
pigskin,-0.306,-0.102
pigsty,-0.734,0.058
pigtail,0.037,0.0
pike,-0.146,-0.18
pilaf,0.593,-0.571
pilates,0.667,0.667
pile,-0.078,-0.36
piled,0.0,0.19
piles,-0.062,-0.154
pileup,-0.32,0.118
pilfer,-0.762,0.667
pilferage,-0.667,0.667
pilferer,-0.963,0.667
pilgrim,0.062,-0.192
pilgrimage,0.416,0.044
pill,0.146,-0.186
pillage,-0.52,0.37
pillager,-0.778,0.958
pillar,0.166,-0.34
pillbox,-0.23,-0.322
pillow,0.33,-0.851
pillowcase,0.0,-0.642
pilot,0.376,0.36
pilotless,-0.238,-0.583
pilsner,0.619,-0.25
pimento,0.333,0.0
pimp,-0.708,0.4
pimpernel,0.0,-0.2
pimple,-0.51,-0.26
pimpled,-0.667,0.0
pimply,-0.667,-0.208
pin,-0.124,-0.308
pinafore,0.0,-0.944
pinball,0.164,0.28
pincer,-0.083,0.625
pinch,-0.32,0.264
pincher,-0.524,0.667
pinching,-0.5,0.576
pincushion,0.0,-0.708
pine,0.166,-0.55
pineapple,0.354,-0.368
pinecone,0.333,-0.875
pinewood,0.519,-1.0
pinfold,0.0,-0.667
ping,0.082,-0.02
pinhead,-0.082,-0.4
pinhole,-0.25,-0.442
pinion,-0.112,-0.278
pink,0.612,-0.462
pinker,0.444,0.185
pinkeye,-0.667,-0.25
pinkie,0.326,-0.47
pinkish,0.333,0.0
pinkness,0.167,-0.286
pinnacle,0.266,-0.22
pinned,-0.333,-0.571
pinning,0.0,0.667
pinocchio,-0.083,0.571
pinot,-0.27,-0.26
pinpoint,0.166,-0.114
pinprick,-0.333,0.667
pinstripe,0.0,0.0
pinstriped,0.185,-0.593
pint,0.372,-0.334
pintail,0.0,0.0
pinto,0.14,-0.292
pintsize,0.0,-0.296
pinup,0.22,-0.082
pinwheel,0.667,0.778
pinworm,-0.905,0.519
pioneer,0.592,0.236
pious,0.396,-0.388
piously,0.667,-0.593
piousness,0.381,-0.524
pip,-0.104,-0.14
pipe,0.082,-0.32
piped,-0.28,0.058
pipedream,-0.429,-0.167
pipeline,-0.042,-0.326
piper,0.138,-0.116
pipette,-0.04,-0.194
piping,-0.27,-0.326
pipsqueak,-0.306,-0.038
piquant,0.667,0.333
pique,-0.166,0.0
piracy,-0.408,0.584
piranha,-0.562,0.598
pirate,-0.688,0.48
pirouette,0.571,1.0
piscina,0.428,0.0
pissant,-1.0,0.556
pissed,-0.796,0.776
pissedoff,-0.52,0.302
pisser,-0.244,0.094
pissesmeoff,-0.64,0.174
pissingmeoff,-0.584,0.244
pissoff,-0.49,0.234
pistachio,0.286,-0.328
pistol,-0.66,0.8
piston,-0.204,-0.04
pit,-0.184,-0.208
pita,0.102,-0.442
pitbull,-0.333,1.0
pitcher,0.02,0.346
pitchfork,-0.376,0.16
pitchman,-0.333,0.667
pitchy,-0.333,0.208
piteous,-0.667,-0.333
piteously,-0.667,-0.333
piteousness,-0.667,-0.667
pitfall,-0.646,0.55
pith,-0.084,-0.3
pithily,0.667,0.333
pithiness,0.667,-0.667
pithy,-0.04,-0.28
pitiable,-0.667,-0.458
pitiably,-0.857,-0.429
pitiful,-0.562,-0.02
pitifully,-1.0,-0.333
pitiless,-0.889,0.583
pitilessly,-1.0,0.905
pitilessness,-1.0,-0.667
pittance,-0.667,-0.667
pitted,-0.284,0.306
pitter,-0.062,-0.152
pitting,-0.611,0.667
pituitary,-0.188,-0.27
pity,-0.68,-0.204
pivot,-0.084,-0.236
pivotal,0.164,-0.058
pivotally,0.619,0.583
pix,0.042,-0.254
pixel,-0.108,0.064
pixie,0.124,0.074
pixilated,0.111,0.125
pixilation,0.0,0.0
pizza,0.694,-0.22
pizzazz,0.27,0.47
pizzeria,0.438,0.04
placard,-0.224,-0.116
placate,0.333,-0.429
placation,0.542,-0.63
placatory,0.667,-0.667
place,0.146,-0.478
placebo,0.04,-0.388
placed,0.095,-0.296
placeholder,0.0,-0.667
placekicker,0.148,0.778
placeless,-0.333,-0.625
placemat,0.222,-0.81
placement,0.286,-0.08
placenta,-0.25,-0.134
placental,0.0,-0.667
placer,0.0,0.0
placid,0.28,-0.366
placidity,0.667,-1.0
placidly,0.542,-1.0
placidness,0.6,-1.0
placket,-0.184,-0.538
plagiarism,-0.73,0.432
plagiarist,-1.0,0.667
plagiaristic,-0.81,0.292
plagiarize,-0.708,0.667
plagiarizer,-1.0,0.583
plague,-0.834,0.192
plagued,-0.963,0.542
plaid,-0.015,-0.34
plain,0.0,-0.666
plainclothes,0.396,-0.326
plainer,-0.292,-0.833
plainly,0.238,-0.625
plainness,-0.333,-0.625
plainsman,0.0,0.556
plainswoman,0.0,-0.593
plaintext,0.0,-0.167
plaintiff,-0.27,0.612
plaintive,-0.416,0.058
plaintively,-0.519,-0.333
plaintiveness,-0.6,-0.667
plait,0.37,-0.333
plan,0.292,0.08
plane,0.02,-0.288
planeload,0.167,0.667
planer,0.0,0.667
planes,0.334,0.212
planet,0.396,-0.192
planetarium,0.408,-0.076
planetary,0.208,0.0
planetoid,0.0,0.0
planets,0.448,-0.364
plank,-0.146,-0.44
plankton,0.104,-0.358
planned,0.48,-0.23
planner,0.52,-0.062
planning,0.788,-0.076
plant,0.46,-0.64
plantain,0.042,-0.75
plantar,0.0,-0.667
plantation,0.146,0.17
planter,0.208,-0.1
planting,0.27,-0.314
plantlike,0.333,-0.905
plaque,0.04,-0.334
plasm,0.0,0.0
plasma,-0.052,-0.204
plaster,-0.124,-0.472
plasterboard,0.0,-0.667
plasterer,0.0,0.667
plasterwork,0.095,-0.667
plastic,-0.02,-0.462
plasticine,0.296,-0.333
plasticity,0.084,-0.058
plasticization,0.0,-0.667
plasticize,0.0,0.667
plat,0.432,-0.282
plate,0.166,-0.51
plateau,0.222,-0.368
plated,0.124,-0.084
plateful,0.625,0.0
platelet,0.0,0.417
platform,0.204,-0.32
plating,0.152,-0.264
platinum,0.5,0.036
platitude,-0.619,-0.667
platonic,-0.02,-0.078
platonically,0.429,-0.667
platoon,-0.104,0.4
platter,0.372,-0.51
platypus,0.0,0.0
plaudit,0.632,0.626
plausibility,0.41,-0.098
plausible,0.428,-0.192
plausibly,0.556,0.292
play,0.624,0.457
playa,0.448,0.02
playability,0.917,0.381
playable,0.611,0.476
playact,-0.292,0.708
playback,0.312,0.118
playbill,0.667,-0.25
playbook,0.346,0.164
playboy,0.292,0.8
player,0.114,0.376
playfellow,0.714,0.667
playfield,0.667,0.667
playful,0.784,0.376
playfully,0.917,0.833
playfulness,1.0,0.815
playgirl,-0.542,0.667
playground,0.74,0.62
playgroup,0.619,0.944
playhouse,0.438,0.458
playlist,0.548,-0.058
playmaker,0.875,0.958
playmaking,1.0,0.667
playmate,0.756,0.018
playoff,0.244,0.432
playoffs,0.708,1.0
playpen,0.396,-0.038
playroom,0.688,0.322
playschool,0.6,0.667
playset,0.6,0.611
playstation,0.571,0.815
playsuit,0.333,0.333
plaything,0.416,0.204
playtime,0.52,0.192
playwright,0.344,0.1
playwriting,0.667,0.593
plaza,0.38,-0.308
plea,0.266,-0.018
plead,-0.646,0.192
pleader,0.067,0.667
pleasant,0.878,-0.38
pleasantly,1.0,-0.556
pleasantness,1.0,-0.458
pleasantry,0.714,-0.407
please,0.034,-0.264
pleased,0.878,0.096
pleaser,0.476,0.542
pleasing,0.834,-0.102
pleasurable,0.896,0.058
pleasurably,0.833,0.667
pleasure,0.878,0.48
pleasures,0.792,0.308
pleat,-0.02,-0.31
pleated,0.068,-0.364
plebeian,-0.37,-0.476
pled,0.0,0.667
pledge,0.438,-0.02
pledged,0.438,0.26
plenary,0.146,-0.288
plenitude,0.778,-0.444
plentiful,0.666,0.47
plentifully,0.667,0.0
plenty,0.654,0.224
plenum,0.062,-0.092
plethora,0.292,0.204
plexiglas,0.0,-0.083
plexus,-0.334,-0.19
pliability,0.625,-0.667
pliable,0.25,-0.26
pliancy,0.667,-0.542
pliant,0.37,-0.5
plication,-0.28,-0.08
pliers,0.122,-0.332
plight,-0.1,0.04
plinth,-0.124,-0.308
plod,-0.667,-0.625
plodder,-0.467,0.444
plodding,-0.102,-0.038
plop,-0.23,-0.05
plot,-0.062,0.134
plotline,0.083,0.619
plotted,0.375,0.667
plotter,-0.583,0.667
plotting,-0.625,0.667
plough,0.354,-0.146
ploughed,-0.124,-0.16
ploughman,0.0,0.333
plover,-0.122,-0.132
plow,0.062,0.12
plowed,0.104,-0.02
plower,0.0,0.917
plowing,0.124,0.062
plowman,0.333,0.63
plowshare,0.292,0.37
ploy,-0.084,0.118
pluck,-0.25,0.166
plucker,0.0,0.556
pluckily,0.958,0.741
pluckiness,1.0,0.667
plucky,0.632,0.634
plug,0.062,-0.288
pluggable,0.056,0.0
plugged,-0.143,-0.667
plugger,-0.333,0.667
plugging,-0.4,0.667
plughole,-0.333,0.0
plum,0.448,-0.388
plumage,0.312,-0.428
plumaged,0.667,-0.619
plumb,-0.104,0.0
plumber,-0.346,0.02
plumbing,-0.062,-0.146
plume,-0.062,-0.354
plummet,-0.396,0.5
plump,-0.23,-0.04
plumper,-0.188,-0.142
plumpish,0.333,-0.333
plumpness,0.375,-0.667
plumpy,0.625,-0.542
plunder,-0.75,0.788
plunderer,-1.0,0.667
plunge,-0.386,0.38
plunged,-0.556,0.667
plunger,-0.27,0.02
plunk,0.0,0.583
plural,0.12,-0.136
pluralism,0.667,0.0
pluralist,0.542,-0.037
pluralistic,0.556,0.583
pluralistically,0.444,0.0
plurality,0.366,-0.054
pluralization,0.111,0.083
pluralize,0.111,0.625
plus,1.0,0.0
plush,0.25,-0.47
plushy,0.667,-0.792
plutocracy,-0.667,-0.048
plutocrat,-0.619,-0.148
plutocratic,-0.667,-0.571
plutonian,-0.333,-0.056
plutonic,0.0,0.0
plutonium,-0.188,0.35
ply,-0.084,-0.36
plywood,0.122,0.0
plz,-0.434,-0.114
pneumatic,-0.326,0.04
pneumatically,0.0,0.625
pneumatology,0.048,-0.19
pneumonia,-0.584,0.216
pneumonic,-0.667,0.0
poach,-0.667,0.667
poached,-0.583,0.667
poacher,-0.52,0.346
poachers,-0.37,0.714
poaching,-0.396,0.648
poc,-0.234,-0.284
pocket,-0.084,-0.45
pocketbook,0.102,-0.538
pocketful,0.188,-0.442
pocketknife,0.0,0.375
pockmark,-0.714,-0.667
pod,-0.04,-0.208
podcast,0.034,-0.046
podge,-0.333,-0.667
podiatric,0.083,-0.667
podiatrist,0.133,0.667
podiatry,0.333,-0.583
podium,0.254,-0.27
poem,0.62,-0.46
poems,0.666,-0.224
poet,0.654,-0.3
poetic,0.72,-0.462
poetical,0.604,-0.346
poetically,0.667,0.0
poeticism,0.905,-0.583
poeticize,0.667,0.625
poetics,0.666,-0.388
poetry,0.394,-0.53
pogo,-0.04,-0.148
poignancy,-0.333,-0.375
poignant,0.292,-0.112
poignantly,-0.111,-0.444
poinsettia,0.533,-0.667
point,-0.02,-0.614
pointe,0.667,0.333
pointedly,-0.184,0.412
pointer,0.166,-0.236
pointless,-0.89,-0.294
pointlessly,-0.667,-0.583
pointlessness,-1.0,-0.792
pointy,-0.062,0.302
poise,0.354,-0.596
poised,0.708,-0.429
poison,-0.917,0.575
poisoned,-0.886,0.616
poisoner,-1.0,0.667
poisoning,-0.812,0.674
poisonous,-0.796,0.74
poisonously,-1.0,0.667
poke,-0.27,0.426
poked,-0.286,0.667
pokemon,0.29,-0.032
poker,-0.04,0.378
pokes,-0.27,-0.04
pokey,-0.333,-0.667
pokiness,-0.667,-0.667
polar,-0.064,-0.478
polarity,0.02,-0.056
polarization,-0.667,0.667
polarize,-0.667,0.667
polarizer,-0.042,0.222
polaroid,0.333,0.5
pole,-0.164,-0.204
polecat,-0.333,0.583
polemic,-0.734,0.5
polenta,0.286,-0.75
police,-0.084,0.54
policed,-0.375,0.63
policeman,0.084,0.416
policemen,0.333,0.667
policewoman,0.06,0.48
policies,0.0,-0.037
policy,-0.352,0.47
policyholder,0.0,-0.444
policymaker,0.667,0.667
polio,-0.408,-0.096
polish,0.208,-0.176
polished,0.334,-0.174
polisher,0.619,0.619
polite,0.854,-0.244
politely,1.0,-0.593
politeness,0.75,-0.294
politic,-0.27,0.162
political,-0.306,0.46
politically,0.0,0.0
politician,-0.354,0.102
politicization,-0.417,0.667
politicize,-0.611,0.667
politico,0.0,0.619
politics,-0.5,0.056
polity,-0.464,0.166
polka,0.208,-0.098
poll,0.104,0.0
pollen,0.244,-0.576
pollinate,0.667,0.667
pollination,0.708,0.667
pollinator,0.667,0.667
polling,-0.104,0.196
pollock,0.0,0.0
pollster,0.0,-0.667
polltaker,0.0,0.556
pollutant,-0.8,0.238
pollute,-0.654,0.32
polluted,-0.75,0.667
polluter,-0.81,0.667
pollution,-0.876,0.388
polo,0.164,-0.28
poltergeist,-0.458,0.568
poly,0.0,0.0
polyandrous,-0.267,0.0
polyatomic,0.0,0.0
polycarbonate,0.0,0.0
polycentric,0.0,0.296
polychord,0.417,0.0
polychromatic,0.667,0.185
polychrome,0.533,0.042
polychromic,0.667,0.048
polychromous,0.667,0.0
polycrystalline,0.0,-0.708
polycyclic,0.0,0.2
polycystic,-0.667,0.111
polydactyl,-0.042,0.0
polyester,-0.024,-0.46
polyether,0.095,-0.292
polyethylene,0.0,-0.958
polygamic,-0.524,0.593
polygamist,-0.667,0.083
polygamous,-0.381,0.625
polygamy,-0.27,0.294
polygene,0.0,0.0
polygenesis,0.095,0.333
polygenetic,0.042,-0.667
polygenic,0.083,0.0
polyglot,0.917,0.074
polygon,-0.01,0.116
polygonal,-0.146,-0.118
polygraph,-0.146,-0.018
polygraphist,-0.333,0.667
polyhedral,0.083,0.0
polyhedron,0.0,-0.667
polymath,1.0,0.0
polymer,-0.124,-0.34
polymeric,0.0,0.0
polymerization,0.0,0.667
polymerize,0.167,0.481
polymorph,0.0,0.185
polymorphic,0.0,0.037
polymorphism,-0.142,0.184
polymorphous,0.0,0.542
polynomial,0.0,0.0
polynucleotide,0.0,0.0
polyp,-0.375,-0.583
polypeptide,0.0,0.0
polyphone,0.0,0.0
polyphonic,0.714,0.619
polyphony,0.619,0.037
polyrhythmic,0.333,0.667
polysaccharide,0.0,-1.0
polystyrene,0.0,-0.083
polysyllabic,0.0,-0.583
polysyllabically,0.0,0.0
polysyllable,0.0,0.0
polysynthetic,0.0,0.0
polytechnic,0.63,0.296
polytheism,0.0,0.0
polytheist,0.0,0.0
polytheistic,0.0,0.0
polythene,0.0,-0.619
polytonal,0.0,0.667
polytrophic,0.0,0.0
polyunsaturated,0.667,0.0
polyurethane,0.095,-0.407
polyvinyl,0.0,0.0
pomade,0.296,0.0
pomegranate,0.444,-0.333
pommel,-0.381,0.667
pomp,-0.104,-0.018
pompadour,0.0,0.074
pompom,0.611,0.667
pomposity,-0.708,0.63
pompous,0.0,0.142
pompously,-0.667,0.63
pompousness,-0.667,0.667
poncho,-0.02,-0.47
pond,0.04,-0.326
ponder,0.48,-0.24
ponderable,0.0,-0.667
ponderous,-0.42,-0.1
ponderously,-0.667,-0.074
ponderousness,-0.667,-0.917
pong,0.0,0.0
pongo,0.0,0.0
ponies,0.667,0.667
pontiff,0.25,-0.274
pontific,-0.333,0.476
pontifical,-0.19,0.143
pontifically,-0.667,0.625
pontificate,0.168,-0.152
pontification,-0.444,0.667
ponton,0.292,0.048
pontoon,0.0,-0.246
pony,0.624,-0.174
ponytail,0.082,-0.326
poo,-0.7,-0.226
pooch,-0.29,-0.28
poodle,0.0,-0.174
poof,-0.062,-0.226
pooh,-0.37,-0.312
pool,0.25,-0.288
poolroom,-0.333,-0.083
poolside,0.704,-0.667
pooltable,0.381,-0.125
poop,-0.674,-0.14
pooper,-0.667,0.5
poor,-0.688,-0.284
poorer,-0.704,-0.333
poorhouse,-0.944,-0.556
poorly,-0.846,0.24
poorness,-0.958,-0.667
pop,0.346,0.02
popcorn,0.75,-0.118
pope,0.2,-0.25
popeye,0.667,0.944
popeyed,-0.333,1.0
popgun,-0.067,0.704
poplar,0.333,-0.889
popover,0.333,0.0
popped,0.292,0.667
popper,-0.16,0.018
poppet,0.667,-1.0
poppin,0.226,0.194
popping,0.048,1.0
poppy,0.27,-0.216
poppycock,-0.306,0.02
popsicle,0.334,-0.4
populace,0.0,-0.148
popular,0.76,0.352
popularity,0.792,0.568
popularization,0.593,0.333
popularize,0.722,0.667
popularized,0.5,0.542
popularizer,0.667,0.667
popularly,0.667,-0.524
populate,0.125,0.625
populated,0.333,0.074
population,0.23,-0.154
populism,-0.37,0.667
populist,-0.238,0.667
populous,0.04,0.26
populously,0.0,0.0
porcelain,0.124,-0.38
porch,0.07,-0.352
porcine,-0.37,-0.667
porcupine,-0.224,-0.158
pore,-0.146,-0.458
pored,0.667,-0.667
pork,-0.26,-0.1
porker,0.042,0.204
porkpie,0.0,0.0
porky,-0.532,-0.034
porn,-0.312,0.83
porno,-0.396,0.846
pornographer,-1.0,0.667
pornographic,-0.54,0.792
pornographically,-0.667,0.667
pornography,-0.354,0.842
pornstar,-0.571,0.704
porosity,-0.376,-0.314
porous,-0.23,-0.26
porously,-0.048,0.0
porpoise,0.381,0.667
porridge,0.146,-0.542
port,0.1,-0.182
portabella,0.667,0.0
portability,0.667,0.0
portable,0.23,-0.288
portably,0.0,0.0
portage,-0.02,-0.02
portal,0.166,-0.306
portend,-0.125,0.619
portent,-0.542,0.417
portentous,-0.444,0.625
portentously,-0.611,0.667
portentousness,-0.625,-0.458
porter,0.142,-0.25
porterhouse,0.204,-0.272
portfolio,0.25,-0.44
porthole,0.0,-0.294
portico,0.042,-0.112
portion,0.072,-0.272
portliness,-0.333,-0.667
portly,-0.333,-0.333
portrait,0.396,-0.628
portraitist,0.593,-0.556
portraiture,0.47,-0.404
portray,0.312,0.058
portrayal,0.481,0.593
portrayer,0.037,0.524
portside,0.0,-0.667
portugal,0.238,0.0
portuguese,0.143,-0.417
pose,-0.146,-0.34
posed,0.667,-0.63
poser,-0.062,-0.23
posh,0.646,-0.326
posited,0.23,-0.18
position,0.208,-0.098
positional,0.0,0.0
positioning,0.23,-0.02
positive,0.918,0.02
positiveenergy,0.88,0.0
positively,0.938,0.29
positivism,0.917,0.042
positivist,0.714,0.6
positivity,0.918,0.098
positron,0.333,0.037
posse,-0.204,0.02
possess,0.34,0.18
possessed,-0.346,0.768
possessing,-0.078,0.186
possession,0.354,0.352
possessive,-0.442,0.296
possessively,-0.429,0.619
possessiveness,-0.667,-0.667
possessor,-0.04,0.146
possibilities,1.0,0.333
possibility,0.649,0.018
possible,0.376,-0.368
possibly,-0.104,-0.2
possum,-0.184,-0.058
post,0.04,-0.148
postage,0.12,-0.058
postal,0.53,-0.51
postbag,0.0,-0.81
postbox,0.0,-0.625
postcard,0.644,-0.416
postclassical,0.0,-0.444
postcode,0.0,0.0
postcolonial,-0.048,0.148
postdate,0.0,-0.042
postdoctoral,0.667,-0.593
postelection,0.0,-0.667
postembryonic,0.0,0.208
poster,0.084,-0.45
posterior,0.02,-0.23
posteriority,-0.048,-0.667
posterity,0.13,-0.08
postglacial,0.0,-0.889
postgraduate,0.667,0.042
posthaste,0.333,1.0
posthole,0.0,-0.833
posthumous,-0.536,-0.118
posthumously,0.0,-0.889
posthypnotic,-0.042,-0.481
postimpressionism,0.444,0.0
postimpressionist,0.593,0.042
postimpressionistic,0.524,-0.593
postman,0.286,-0.036
postmark,0.0,-0.5
postmaster,0.037,0.375
postmenstrual,0.0,-0.667
postmeridian,0.042,-0.571
postmillennial,0.0,0.0
postmillennialism,0.571,0.259
postmillennialist,0.0,0.5
postmistress,0.0,-0.593
postmodern,0.0,-0.074
postmodernism,0.0,0.19
postmodernist,0.083,0.444
postmortem,-0.408,-0.028
postnasal,-0.63,-0.37
postnatal,0.375,-0.444
postnuptial,0.583,-0.667
postoperative,-0.333,-0.259
postorbital,0.0,0.0
postpaid,0.444,-0.667
postpartum,-0.238,-0.667
postpone,-0.368,-0.184
postponed,-0.122,-0.346
postponement,-0.104,0.138
postponer,-0.556,0.5
postposition,0.0,-0.667
postpositional,0.0,-0.5
postscript,-0.026,-0.4
postseason,0.556,0.667
postsurgical,-0.375,-0.667
postsynaptic,0.0,0.704
posttraumatic,-0.667,0.667
postulant,0.0,0.333
postulate,-0.026,-0.06
postulation,0.0,0.333
postulator,0.5,0.667
postural,0.042,-0.667
posture,0.124,-0.382
posturer,-0.476,0.667
postvertebral,0.0,-0.963
postwar,-0.25,-0.611
pot,0.0,0.067
potable,0.53,-0.348
potage,0.125,-0.667
potash,0.111,-1.0
potassium,-0.062,-0.372
potato,0.082,0.0
potatoes,0.38,-0.458
potbellied,-0.37,-0.542
potbelly,-0.667,-0.667
potboiler,-0.556,0.5
potency,0.416,0.49
potent,0.396,0.568
potentate,0.5,0.667
potential,0.612,0.25
potentiality,0.778,-0.519
potentially,0.095,0.292
potentiate,0.556,0.714
potently,0.519,0.542
pothead,-0.244,0.02
potholder,0.25,-0.667
pothole,-0.312,-0.412
pothouse,-0.556,0.667
potion,0.0,-0.2
potluck,0.242,0.122
potpie,0.63,-0.556
potpourri,0.48,0.16
potshot,-0.667,0.667
pottage,0.037,-0.333
potted,-0.062,-0.328
potter,0.146,-0.166
pottery,0.188,-0.428
potting,0.056,-0.444
potty,-0.266,-0.254
pouch,-0.124,-0.54
poultice,0.0,-0.667
poultry,0.008,-0.25
pounce,-0.02,0.314
pounced,-0.381,1.0
pouncer,-0.519,1.0
pound,0.14,-0.326
poundage,0.0,0.0
pounder,0.0,0.926
pounding,-0.334,0.686
pour,-0.104,0.14
pourer,0.0,0.583
pout,-0.084,-0.292
pouter,-0.37,0.524
pouting,-0.474,-0.058
pouty,-0.334,-0.04
pov,0.0,-0.08
poverty,-0.858,0.038
pow,-0.25,-0.12
powder,0.042,-0.5
powdered,0.04,-0.25
powderpuff,-0.333,-0.556
powdery,-0.354,-0.22
power,0.438,0.34
powerbase,0.667,0.444
powerboat,0.556,1.0
powerbroker,0.619,0.667
powered,0.519,1.0
powerful,0.566,0.66
powerfully,0.708,0.448
powerfulness,0.944,0.556
powerhouse,0.26,0.51
powerless,-0.75,0.177
powerlessly,-0.667,-0.889
powerlessness,-0.667,-0.933
powerpoint,0.037,0.381
powertrain,0.0,0.667
powwow,-0.02,0.3
pox,-0.53,0.134
ppl,-0.194,-0.05
practicability,0.667,-0.278
practicable,0.354,-0.142
practicably,0.042,-0.519
practical,0.42,-0.02
practicality,0.667,-0.667
practically,0.244,-0.196
practice,0.368,0.164
practiced,0.224,0.21
practise,0.426,-0.02
practitioner,0.408,-0.006
pragmatic,0.146,-0.134
pragmatically,0.148,-0.444
pragmatism,0.611,-0.762
pragmatist,0.667,0.524
prairie,0.346,-0.644
praise,0.552,-0.226
praised,0.9,-0.118
praiseful,0.963,-0.667
praisegod,0.702,0.0
praisejesus,0.666,-0.246
praises,0.756,-0.018
praiseworthy,0.75,-0.11
praising,0.812,0.114
praline,0.667,-0.667
pram,0.333,-0.333
prance,0.366,0.094
prank,0.142,0.38
pranker,-0.333,0.762
prankish,-0.238,0.667
prankishness,-0.111,0.704
prankster,0.056,1.0
prat,-0.792,0.625
prattle,-0.667,0.667
prattler,-0.444,0.667
prawn,-0.024,-0.352
praxis,-0.124,-0.122
pray,0.428,-0.746
prayer,0.49,-0.566
prayerful,0.714,-0.667
prayerfully,0.778,-0.667
prayerfulness,1.0,-0.963
prayforme,0.04,-0.192
praying,0.292,-0.53
preach,0.204,-0.04
preacher,0.102,-0.224
preaching,0.292,0.208
preachy,-0.667,0.593
preadmission,0.0,-0.5
preadolescence,0.0,0.667
preadolescent,0.333,0.619
preamble,0.082,0.11
preamplifier,0.0,0.625
preannounce,0.0,0.667
preannouncement,0.074,0.667
preapprehension,-0.63,0.667
preapproval,0.167,-0.583
prearrange,0.333,-0.583
prearranged,0.667,-0.667
prearrangement,0.625,-0.667
preassigned,0.0,-0.524
prebake,0.19,0.593
preborn,0.083,-0.852
precancerous,-0.704,0.556
precarious,-0.786,0.08
precariously,-0.667,0.667
precariousness,-0.667,0.667
precast,0.0,0.222
precaution,0.25,0.04
precautionary,-0.102,0.174
precautious,0.611,-0.389
precede,0.23,0.132
